GeneID,n_reads,tso_reads,noise_reads,perfect_molecule_barcodes,reads_mapped_exonic,reads_mapped_exonic_as,reads_mapped_intronic,reads_mapped_intronic_as,reads_mapped_uniquely,reads_mapped_multiple,duplicate_reads,spliced_reads,antisense_reads,molecule_barcode_fraction_bases_above_30_mean,molecule_barcode_fraction_bases_above_30_variance,genomic_reads_fraction_bases_quality_above_30_mean,genomic_reads_fraction_bases_quality_above_30_variance,genomic_read_quality_mean,genomic_read_quality_variance,n_molecules,n_fragments,reads_per_molecule,reads_per_fragment,fragments_per_molecule,fragments_with_single_read_evidence,molecules_with_single_read_evidence,reads_mapped_mitochondrial,number_cells_detected_multiple,number_cells_expressing
SOCS4,4348,557,0,4056,1261,0,3074,0,4335,13,0,190,0,0.981428263,0.004819808993,0.9858095928,0.004260382615,39.71877289,2.036423206,353,2781,12.31728077,1.56346643,7.87818718,1873,50,0,278,318
SOCS5,14787,1888,0,12964,3782,0,10845,0,14627,160,0,84,0,0.9824339142,0.004191254731,0.9848748853,0.00368992798,39.70504379,1.683960915,1237,9865,11.95392036,1.49893558,7.974939346,6710,207,0,808,933
SOCS6,6497,885,0,6068,2630,0,3794,0,6424,73,0,168,0,0.9809655958,0.004768995568,0.9851658365,0.003523299005,39.71162796,1.591208816,673,4457,9.653788567,1.457706928,6.622585297,3106,122,0,471,563
SOCS7,12014,1632,0,10775,5432,0,6325,0,11757,257,0,302,0,0.9815631982,0.00408928236,0.98417313,0.00363687193,39.69394302,1.669711351,1297,7981,9.262914658,1.505325198,6.153430939,5619,266,0,824,985
SOD1,6745,654,0,6057,1496,0,5236,0,6732,13,0,1052,0,0.9787497147,0.004715500399,0.9842583324,0.004399035126,39.69347,2.05721736,658,4683,10.25076008,1.440316081,7.117021084,3305,102,0,500,580
SOD2,7056,817,0,6576,5003,0,2013,0,7016,40,0,345,0,0.9817767605,0.004100298975,0.9851332529,0.003777564503,39.71068192,1.748342395,623,4663,11.32584286,1.513188958,7.484751225,3199,99,0,470,553
SOD3,53,13,0,38,13,0,40,0,53,0,0,0,0,0.9669811501,0.01397959609,0.9668763741,0.0113888327,39.31928253,5.655210018,11,34,4.818181992,1.558823586,3.090909004,25,4,0,7,11
SOGA1,7379,1154,0,6304,3956,0,3221,0,7177,202,0,230,0,0.979502667,0.004857313354,0.9796253956,0.005287608597,39.59644699,2.497358322,992,5110,7.438508034,1.444031358,5.151209831,3642,290,0,587,802
SOGA3,23894,2675,0,21057,7151,0,16653,0,23804,90,0,1926,0,0.9797543541,0.004683693871,0.9843015316,0.003742942587,39.69720459,1.744807124,2348,16338,10.17632008,1.462480068,6.958262444,11555,358,0,1335,1534
SOHLH1,508,11,0,503,506,0,2,0,508,0,0,1,0,0.9796588215,0.004488988314,0.9837052031,0.004413868301,39.69159698,2.068093061,41,373,12.39024353,1.361930251,9.097560883,273,8,0,32,40
SOHLH2,949,178,0,877,77,0,861,0,938,11,0,1,0,0.9786617733,0.004913690034,0.9864536079,0.00233583618,39.73114014,1.094320416,95,637,9.989473343,1.489795923,6.705263138,436,15,0,69,81
SON,42714,6491,0,39622,27197,0,15393,0,42590,124,0,5530,0,0.980347995,0.004506423138,0.9858147229,0.003508783178,39.72457886,1.62010479,5331,29739,8.0123806,1.436295748,5.578503132,21199,789,0,2971,3364
SORBS1,121193,17201,0,109276,16559,0,103749,0,120308,885,0,2837,0,0.9806259648,0.004436220974,0.9839506087,0.00386201404,39.68722534,1.790050149,12344,82954,9.817968369,1.460966349,6.720188141,58178,2132,0,4277,4977
SORBS2,91240,10950,0,84709,9170,0,81540,0,90710,530,0,1505,0,0.9797987215,0.004667246714,0.9862384001,0.003315461567,39.73238754,1.531497002,9288,63347,9.823428154,1.44032073,6.820305824,44780,1591,0,3371,3901
SORBS3,569,52,0,455,144,0,387,0,531,38,0,49,0,0.9849150746,0.002816349035,0.9815270847,0.003769607749,39.64557266,1.570411801,83,399,6.855421543,1.426065207,4.807229042,284,28,0,51,75
SORCS1,134718,20020,0,122345,14622,0,118889,0,133511,1207,0,2411,0,0.9807066326,0.00447382452,0.9835617427,0.004159590229,39.6758728,1.952841163,14118,91327,9.542286873,1.475116849,6.468833923,63508,2641,0,4615,5551
SORCS2,7814,1541,0,6362,876,0,6440,0,7316,498,0,364,0,0.9797905697,0.004461434204,0.9582601353,0.02091612481,39.08292007,11.07267952,1254,5461,6.231259823,1.430873513,4.354864597,3917,569,0,516,960
SORCS3,98307,13420,0,86396,3832,0,93543,0,97375,932,0,1125,0,0.9802862671,0.004735102411,0.984553749,0.003795627272,39.69781113,1.761066556,9719,64389,10.1149292,1.526767015,6.625064373,44287,1653,0,3010,3511
SORD,2236,279,0,2096,309,0,1884,0,2193,43,0,127,0,0.9811046721,0.004051826894,0.9837110229,0.0040867473,39.68423462,1.836988568,286,1498,7.818181992,1.492656827,5.237762451,1068,64,0,180,229
SORL1,60637,7776,0,54503,21780,0,38632,0,60412,225,0,6326,0,0.9812408476,0.004287106451,0.9854141471,0.003451013239,39.7182312,1.590381742,5584,39756,10.85906124,1.525228858,7.119627476,27373,783,0,2664,3001
SORT1,26203,3497,0,23744,8350,0,17646,0,25996,207,0,1645,0,0.979607955,0.004709390923,0.9852035929,0.003406329546,39.71366119,1.549968243,2971,17506,8.819589615,1.496801138,5.892292023,12264,589,0,1675,1984
SOS1,40523,6633,0,37313,6206,0,33808,0,40014,509,0,1098,0,0.9813377789,0.004515494686,0.9838042909,0.003891426371,39.68354034,1.78796792,4429,25901,9.149469376,1.564534187,5.84804678,17651,872,0,2126,2509
SOS2,21117,3047,0,19836,7424,0,13300,0,20724,393,0,2675,0,0.9808448397,0.004459573422,0.9836524845,0.003834678559,39.67292786,1.834894776,2463,14563,8.573690414,1.450044632,5.912708282,10343,578,0,1342,1713
SOSTDC1,300,55,0,269,125,0,129,0,254,46,0,4,0,0.9819444529,0.004898661748,0.9886666939,0.002732515568,39.78395844,1.241682291,52,200,5.769230843,1.5,3.846153736,139,14,0,34,48
SOWAHA,776,98,0,727,774,0,0,0,774,2,0,2,0,0.9824957208,0.00364481681,0.9865693336,0.003130255267,39.73764038,1.409688354,79,517,9.822784424,1.500967145,6.544303894,357,11,0,66,77
SOWAHB,1035,190,0,865,257,0,775,0,1032,3,0,16,0,0.9847826244,0.003522503655,0.9892861273,0.002416323172,39.79541397,1.085270286,101,644,10.24752522,1.607142806,6.376237392,428,10,0,86,95
SOWAHC,673,50,0,565,673,0,0,0,673,0,0,3,0,0.9850173533,0.004001786932,0.9885091925,0.001458372572,39.77737808,0.5884265304,60,444,11.21666622,1.515765786,7.400000095,294,8,0,49,57
SOX1,577,71,0,510,577,0,0,0,577,0,0,1,0,0.9826690006,0.003581249621,0.9801271265,0.00745546259,39.59934235,3.68307209,55,384,10.49090862,1.502604127,6.981818199,268,9,0,46,54
SOX10,1860,147,0,1644,84,0,1673,0,1757,103,0,9,0,0.9793907058,0.003856001422,0.9819176031,0.003819178324,39.65423203,1.717230797,247,1338,7.530364513,1.390134573,5.417004108,996,53,0,168,213
SOX11,535,133,0,438,527,0,0,0,527,8,0,2,0,0.9785046926,0.007573907729,0.9578401163,0.0107891513,39.13063049,5.350773335,52,334,10.28846169,1.601796389,6.423077106,218,13,0,36,49
SOX12,2472,261,0,2157,2464,0,0,0,2464,8,0,20,0,0.9800768856,0.004299046472,0.9651205167,0.0076041664,39.30038071,3.653628349,257,1753,9.618677139,1.410153985,6.821011543,1260,48,0,192,226
SOX13,868,79,0,775,282,0,571,0,853,15,0,25,0,0.9766705322,0.005134010222,0.9776882208,0.006686450448,39.5579834,3.199465513,115,622,7.54782629,1.395498395,5.408695698,453,35,0,74,105
SOX14,14,5,0,14,14,0,0,0,14,0,0,0,0,0.9821428571,0.00232753763,0.9992063556,8.818199603e-06,39.98730087,0.002258040244,3,9,4.666666508,1.555555582,3,7,1,0,2,3
SOX15,467,16,0,464,467,0,0,0,467,0,0,11,0,0.9835831726,0.003813121701,0.9761599673,0.003721216461,39.49802017,1.794072628,35,344,13.34285736,1.357558131,9.82857132,255,7,0,27,34
SOX17,5,4,0,4,5,0,0,0,5,0,0,0,0,0.9666667938,0.002083317377,0.9977777958,2.469095853e-05,39.96443939,0.006322512869,3,3,1.666666627,1.666666627,1,1,1,0,2,3
SOX18,130,5,0,130,130,0,0,0,130,0,0,3,0,0.9743589915,0.004397735931,0.9923077194,0.0004763063625,39.86221695,0.1721359193,15,101,8.666666985,1.287128687,6.733333111,82,6,0,9,15
SOX2,13140,1934,0,12164,5542,0,7349,0,12891,249,0,171,0,0.9797311236,0.00473814318,0.9835084035,0.004148912616,39.67731094,1.922945499,1603,8687,8.197130203,1.512605071,5.419213772,6047,343,0,945,1155
SOX21,483,57,0,423,402,0,77,0,479,4,0,0,0,0.9842995295,0.003772693221,0.9806763727,0.002228146186,39.64421082,0.8566585183,52,336,9.288461685,1.4375,6.461538315,241,7,0,41,48
SOX30,88,71,0,74,2,0,65,0,67,21,0,0,0,0.9839015441,0.002371954964,0.9159091013,0.01629855298,37.95214462,9.955290794,48,59,1.833333373,1.491525412,1.229166627,48,38,0,10,48
SOX4,2116,229,0,1984,2108,0,0,0,2108,8,0,22,0,0.9788910114,0.005162287503,0.977294728,0.004348130897,39.56930923,1.921194077,254,1562,8.330708504,1.354673505,6.149606228,1172,29,0,180,200
SOX5,192529,25338,0,177196,8292,0,183038,0,191330,1199,0,2610,0,0.9814088827,0.004354258999,0.985259452,0.003573673544,39.71171188,1.655882359,17267,129603,11.15011311,1.485528827,7.505820274,89176,2709,0,5033,5798
SOX6,35669,6191,0,32538,2655,0,31525,0,34180,1489,0,485,0,0.9813774068,0.004256791901,0.9801692394,0.004964116029,39.58665085,2.501161575,4204,22942,8.484538078,1.554746747,5.457183838,15699,1341,0,1438,2359
SOX7,218,15,0,206,144,0,56,0,200,18,0,0,0,0.9812691322,0.00364779029,0.982619804,0.003786539659,39.64744568,1.72130084,45,171,4.844444275,1.274853826,3.799999952,134,14,0,29,40
SOX8,4255,287,0,3988,4126,0,124,0,4250,5,0,190,0,0.9829024894,0.003721799469,0.9809296642,0.004377887119,39.63235474,2.016440153,352,2837,12.08806801,1.499823809,8.059659004,1936,56,0,267,315
SOX9,370,34,0,265,238,0,130,0,368,2,0,16,0,0.978378399,0.005064208992,0.9524324689,0.01901126094,39.01438141,10.06480598,37,247,10,1.497975707,6.675675869,162,8,0,29,37
SP1,2128,313,0,1876,1400,0,640,0,2040,88,0,30,0,0.9821428749,0.004271422047,0.9826598063,0.003377747023,39.65858078,1.525483847,328,1424,6.48780489,1.494382024,4.341463566,1004,106,0,205,300
SP100,2572,392,0,2250,923,0,1569,0,2492,80,0,222,0,0.979814697,0.004683903884,0.985934025,0.00294107059,39.7203331,1.4215734,380,1710,6.768421173,1.504093528,4.5,1188,105,0,236,320
SP110,621,125,0,599,186,0,407,0,593,28,0,90,0,0.9767847921,0.004108476453,0.9842906071,0.004474441521,39.69677353,2.022223711,101,436,6.148514748,1.424311876,4.316831589,315,25,0,61,82
SP140,277,107,0,179,2,0,77,0,79,198,0,1,0,0.9711191576,0.006912472192,0.9724830007,0.008815126494,39.43902588,4.623159409,105,166,2.63809514,1.668674707,1.580952406,115,57,0,46,100
SP140L,493,90,0,464,16,0,422,0,438,55,0,8,0,0.9751521432,0.006763332523,0.9843137596,0.003301065182,39.69309998,1.507466555,62,323,7.951612949,1.526315808,5.209677219,229,21,0,31,50
SP2,1769,318,0,1306,445,0,1172,0,1617,152,0,13,0,0.9796495395,0.00532028731,0.9844670871,0.003913178109,39.69171143,1.922309756,306,1225,5.781045914,1.444081664,4.003267765,862,120,0,174,265
SP3,14312,1787,0,12685,4494,0,9730,0,14224,88,0,378,0,0.9804884219,0.004518860485,0.9841058323,0.003649880411,39.68733597,1.695423365,1332,9776,10.7447443,1.46399343,7.339339256,6866,246,0,872,1013
SP4,8124,1316,0,7246,761,0,7206,0,7967,157,0,140,0,0.980254001,0.004634358454,0.9844835923,0.00357536762,39.69839859,1.675614238,821,5389,9.895249367,1.507515311,6.563946247,3672,146,0,528,632
SP5,15,0,0,13,15,0,0,0,15,0,0,0,0,0.9500000656,0.02261901833,0.9496296624,0.03128513694,38.94963455,13.91510582,2,12,7.5,1.25,6,9,0,0,2,2
SP6,34,11,0,34,34,0,0,0,34,0,0,0,0,0.9681372362,0.01052809134,0.9735294388,0.00634502992,39.52254868,2.151078701,2,15,17,2.266666651,7.5,7,0,0,2,2
SP7,214,16,0,210,212,0,2,0,214,0,0,0,0,0.9820872469,0.00339436857,0.9882139862,0.001838641241,39.78342819,0.927110374,24,148,8.916666985,1.445945978,6.166666508,101,9,0,15,23
SP8,160,25,0,157,122,0,38,0,160,0,0,0,0,0.9781250179,0.008428326808,0.9795834035,0.003493887372,39.6088829,1.455824614,19,106,8.421052933,1.509433985,5.578947544,71,4,0,15,18
SP9,722,41,0,696,416,0,306,0,722,0,0,1,0,0.9716066707,0.006397197489,0.9830101934,0.003719436936,39.67032623,1.700072408,55,480,13.12727261,1.504166722,8.727272987,329,4,0,43,46
SPA17,379,65,0,359,101,0,276,0,377,2,0,46,0,0.9808707476,0.002076514997,0.9844913858,0.006866101641,39.68243408,3.730779886,67,262,5.656716347,1.446564913,3.910447836,179,18,0,41,56
SPAAR,1,0,0,1,1,0,0,0,1,0,0,0,0,1,nan,0.988888979,nan,39.82220078,nan,1,1,1,1,1,1,1,0,0,1
SPACA1,684,80,0,560,49,0,624,0,673,11,0,11,0,0.9831871512,0.004088963848,0.9858187374,0.003154342296,39.72978973,1.354249835,72,467,9.5,1.464668036,6.486111164,326,18,0,49,64
SPACA4,15,12,0,15,7,0,8,0,15,0,0,0,0,0.9833333969,0.001190467156,0.9622222582,0.001918871305,39.21777344,0.8935062885,2,5,7.5,3,2.5,3,0,0,2,2
SPACA5,550,143,0,361,66,0,481,0,547,3,0,49,0,0.9739394117,0.005568345077,0.9852929572,0.002802041592,39.73516846,1.047572732,42,315,13.09523773,1.746031761,7.5,204,9,0,29,37
SPACA6,2308,407,0,1673,468,0,1819,0,2287,21,0,113,0,0.9768558871,0.005613876041,0.9793905631,0.005512498319,39.60278702,2.507833004,297,1517,7.771043777,1.521423817,5.107744217,1055,74,0,211,270
SPACA7,114,11,0,29,2,0,99,0,101,13,0,0,0,0.9846491479,0.005600512028,0.983040979,0.002264197916,39.70087051,0.7543581724,16,73,7.125,1.561643839,4.5625,40,6,0,10,16
SPACA9,649,87,0,511,367,0,261,0,628,21,0,73,0,0.9813816308,0.00390736293,0.9856360558,0.002044348512,39.73351669,0.8803206682,95,480,6.831578732,1.352083325,5.052631378,364,28,0,67,93
SPAG1,9779,1438,0,8672,3145,0,6457,0,9602,177,0,360,0,0.9802894172,0.004755509552,0.9792628606,0.004661364015,39.56497192,2.310479879,1198,6410,8.162771225,1.525585055,5.350584507,4417,359,0,620,897
SPAG11B,17,12,0,15,0,0,17,0,17,0,0,0,0,0.9901961158,0.0007659255061,0.9993464105,7.262046438e-06,39.9895401,0.001859562588,4,10,4.25,1.700000048,2.5,4,1,0,3,4
SPAG16,63549,9007,0,57936,1218,0,60268,0,61486,2063,0,1197,0,0.9802632835,0.004575094674,0.9844071621,0.004013744183,39.69077682,1.901303053,6940,41350,9.156916618,1.536856055,5.958213329,28346,1514,0,2417,3047
SPAG17,1226,333,0,1048,201,0,916,0,1117,109,0,70,0,0.9781810891,0.005572299473,0.9789559827,0.005817911588,39.57127762,2.72644043,241,770,5.087136745,1.592207789,3.195020676,515,99,0,99,175
SPAG4,240,20,0,176,134,0,101,0,235,5,0,80,0,0.9788194895,0.003065306693,0.9805092968,0.001900148345,39.64245224,0.674507916,29,164,8.27586174,1.463414669,5.655172348,123,11,0,18,28
SPAG5,3110,594,0,2625,1344,0,1436,0,2780,330,0,487,0,0.9792872699,0.004353104625,0.983401252,0.004513515159,39.67159653,2.164914846,419,2147,7.42243433,1.44853282,5.124104977,1551,118,0,273,379
SPAG6,13576,1734,0,12557,590,0,12839,0,13429,147,0,211,0,0.9811002452,0.004591102712,0.9852665136,0.00361036812,39.71179581,1.654975772,1313,8951,10.33967972,1.516702056,6.817212582,6234,242,0,738,844
SPAG7,1097,133,0,1022,675,0,390,0,1065,32,0,22,0,0.981236725,0.004254012834,0.9827712323,0.004819257185,39.6739769,2.069159985,189,810,5.804232597,1.354321003,4.285714149,597,68,0,112,168
SPAG8,807,75,0,724,738,0,69,0,807,0,0,12,0,0.9673688833,0.007187954616,0.9795401683,0.006900974084,39.58964157,3.333275795,79,575,10.21518993,1.403478265,7.278481007,428,10,0,64,72
SPAG9,80842,10883,0,75307,26530,0,53745,0,80275,567,0,3135,0,0.9807268312,0.004378173035,0.9848398696,0.00382126146,39.70189285,1.79107666,8590,53301,9.411175728,1.516707063,6.205005646,37208,1559,0,3828,4460
SPAM1,31,17,0,28,0,0,30,0,30,1,0,0,0,0.9865591603,0.003748498391,0.977060965,0.008468601853,39.54695129,3.2681427,13,18,2.384615421,1.722222209,1.384615421,12,6,0,6,9
SPARC,5073,565,0,4766,4251,0,783,0,5034,39,0,664,0,0.9808463331,0.004258127417,0.9805966746,0.003924584948,39.62057495,1.780162811,591,3579,8.583756447,1.41743505,6.055837631,2554,126,0,364,446
SPARCL1,128133,16168,0,118474,70178,0,56819,0,126997,1136,0,10406,0,0.9801202881,0.004499320406,0.9862091536,0.003227119334,39.73502731,1.468271494,12759,86280,10.04255867,1.485083461,6.762285233,60427,1749,0,5460,6183
SPART,12041,1499,0,11183,4354,0,7429,0,11783,258,0,871,0,0.9802619053,0.004494554829,0.9843885569,0.003844383406,39.69688416,1.765379906,1150,8163,10.47043514,1.475070477,7.09826088,5591,156,0,794,907
SPAST,20198,3045,0,18428,4425,0,15584,0,20009,189,0,790,0,0.9805178947,0.004211316817,0.9794870023,0.005461825524,39.57616043,2.848145485,2138,13772,9.447146416,1.466598868,6.441534042,9603,410,0,1206,1433
SPATA1,4803,582,0,4518,461,0,4312,0,4773,30,0,120,0,0.9787112472,0.004531593528,0.98514589,0.004013012629,39.70809937,1.851483464,529,3357,9.079395294,1.430741787,6.345935822,2378,111,0,332,394
SPATA13,9318,1374,0,8276,2422,0,6584,0,9006,312,0,140,0,0.9789744088,0.005269506481,0.9818392466,0.004879239947,39.64211273,2.306031942,1050,6087,8.874285698,1.530803323,5.797142982,4194,243,0,571,722
SPATA16,423,78,0,264,11,0,254,0,265,158,0,6,0,0.9751773162,0.004648303613,0.9796428096,0.00482273614,39.58809662,2.344008207,181,303,2.337016582,1.396039605,1.674033165,234,112,0,69,167
SPATA17,874,174,0,712,0,0,528,0,528,346,0,6,0,0.9727307676,0.008307968266,0.9807144945,0.004768564366,39.62416458,2.20028162,298,526,2.932885885,1.661597013,1.765100718,364,194,0,98,265
SPATA18,201,68,0,179,39,0,146,0,185,16,0,0,0,0.9809287106,0.004148353357,0.9793256186,0.003690188052,39.55511093,1.965609193,48,132,4.1875,1.522727251,2.75,93,20,0,22,36
SPATA19,233,13,0,186,64,0,169,0,233,0,0,34,0,0.9735336466,0.006240957417,0.9884120358,0.002427399624,39.78287888,0.9477488995,18,165,12.94444466,1.412121177,9.166666985,119,2,0,16,18
SPATA2,2483,365,0,2029,1517,0,958,0,2475,8,0,63,0,0.9799302132,0.004907495808,0.9855596177,0.003223756328,39.71901321,1.478015304,288,1728,8.621527672,1.436921239,6,1220,59,0,220,273
SPATA20,355,46,0,294,320,0,29,0,349,6,0,72,0,0.9861502608,0.003005220322,0.9752738959,0.009492913261,39.51708603,4.338409901,57,258,6.228070259,1.375968933,4.526315689,191,14,0,42,56
SPATA21,432,111,0,365,1,0,347,0,348,84,0,7,0,0.9768518783,0.004489986692,0.9805556025,0.00365644088,39.62013245,1.652533293,147,299,2.938775539,1.444816113,2.03401351,210,87,0,59,140
SPATA22,8506,1027,0,7881,2027,0,6451,0,8478,28,0,293,0,0.9820714982,0.004206910264,0.9849857886,0.003556403099,39.70772552,1.591742754,748,5750,11.37165737,1.479304314,7.687165737,3989,121,0,502,579
SPATA24,242,39,0,215,32,0,196,0,228,14,0,14,0,0.9824380481,0.003465074115,0.9842057435,0.001966604497,39.70018005,0.8309813738,54,191,4.481481552,1.267015696,3.537037134,149,19,0,35,52
SPATA2L,2040,160,0,1986,832,0,1180,0,2012,28,0,48,0,0.9774101515,0.004635624122,0.9865577765,0.002678157762,39.74618149,1.159410834,350,1571,5.82857132,1.298535943,4.488571644,1216,79,0,251,317
SPATA3,12,4,0,9,0,0,10,0,10,2,0,0,0,0.9861110846,0.00231482368,0.9888889988,0.0001346773497,39.73333359,0.1023717821,6,10,2,1.200000048,1.666666627,8,4,0,2,6
SPATA32,212,43,0,172,25,0,152,0,177,35,0,0,0,0.9819182583,0.006253913511,0.979664625,0.002971088514,39.59486008,1.243935585,42,154,5.047618866,1.376623392,3.666666746,111,18,0,24,41
SPATA33,251,7,0,117,239,0,8,0,247,4,0,23,0,0.9787516879,0.003935587127,0.9792386456,0.003749462776,39.61774826,1.613095403,27,175,9.29629612,1.43428576,6.481481552,123,9,0,18,27
SPATA4,72,9,0,43,9,0,39,0,48,24,0,0,0,0.9791666932,0.003472218057,0.9649691381,0.01612472348,39.21851349,8.847759247,23,54,3.130434752,1.333333373,2.347826004,40,11,0,12,23
SPATA45,716,119,0,650,128,0,537,0,665,51,0,23,0,0.9863827029,0.002271571895,0.9790347896,0.005575039424,39.56658554,2.824771404,120,520,5.966666698,1.376923084,4.333333492,390,37,0,73,108
SPATA46,9,7,0,9,0,0,7,0,7,2,0,0,0,0.9907407761,0.000771599065,0.991358108,8.57320847e-05,39.86171341,0.02195316926,2,2,4.5,4.5,1,0,0,0,2,2
SPATA48,3094,503,0,2828,230,0,2724,0,2954,140,0,10,0,0.9782374736,0.004658793099,0.9810852827,0.004668480251,39.60243225,2.350758076,437,2155,7.080091476,1.435730815,4.931350231,1544,159,0,209,334
SPATA5,46597,6119,0,42889,3602,0,42391,0,45993,604,0,986,0,0.9817477739,0.004127469845,0.9851676521,0.003625191515,39.70965576,1.686031222,4252,29849,10.95884323,1.561090827,7.019990444,20205,705,0,1861,2158
SPATA6,12072,1660,0,11189,1640,0,10246,0,11886,186,0,373,0,0.9811064368,0.004649836104,0.9848916073,0.003960768692,39.7047348,1.881758809,1119,7768,10.78820419,1.554067969,6.941912651,5245,193,0,664,772
SPATA6L,5210,768,0,4776,923,0,4152,0,5075,135,0,178,0,0.9785828768,0.005107169505,0.9863766606,0.002681248123,39.73472595,1.222577453,660,3497,7.893939495,1.489848495,5.298484802,2462,168,0,397,505
SPATA7,6055,886,0,5552,947,0,4918,0,5865,190,0,284,0,0.9815579618,0.004023338668,0.985582195,0.00389392022,39.71743393,1.814189553,768,4030,7.884114742,1.502481341,5.247395992,2855,189,0,471,604
SPATA9,1889,289,0,1514,215,0,1632,0,1847,42,0,32,0,0.9838097942,0.003588813124,0.9825304657,0.004401573911,39.65949249,2.075055838,214,1280,8.827102661,1.475781202,5.98130846,881,44,0,138,166
SPATC1,219,35,0,182,0,0,174,0,174,45,0,0,0,0.9539573932,0.01739762723,0.9590056171,0.01565912366,39.14702606,7.725956917,62,149,3.532258034,1.469798684,2.403225899,107,41,0,20,60
SPATC1L,1995,115,0,1917,1436,0,526,0,1962,33,0,7,0,0.9734753826,0.005909679458,0.9808410309,0.003886125982,39.63479233,1.711920381,280,1555,7.125,1.28295815,5.553571224,1246,73,0,195,263
SPATS1,2611,350,0,2350,382,0,2165,0,2547,64,0,58,0,0.980626858,0.004506931175,0.9817652177,0.004413166549,39.64266205,2.030804396,355,1846,7.354929447,1.414409518,5.199999809,1331,104,0,204,286
SPATS2,16737,2506,0,14896,2989,0,13388,0,16377,360,0,1215,0,0.9797405188,0.004926905502,0.9823757393,0.004431342706,39.65174103,2.082225084,1872,10719,8.940705299,1.561432958,5.725961685,7311,422,0,1091,1363
SPATS2L,82619,10529,0,76608,4244,0,77897,0,82141,478,0,1884,0,0.98093661,0.004496800248,0.9849588324,0.003686487209,39.70473862,1.722348213,8244,54809,10.0217123,1.507398367,6.648350239,38152,1292,0,2941,3381
SPC24,322,34,0,285,108,0,150,0,258,64,0,41,0,0.9816252815,0.003750099568,0.9771221976,0.006594316568,39.5432663,3.026297331,80,231,4.025000095,1.393939376,2.887500048,164,39,0,41,77
SPC25,59,8,0,41,0,0,43,0,43,16,0,0,0,0.9745763035,0.004610683303,0.9623352511,0.01254158281,39.19962311,7.117771149,23,51,2.565217495,1.156862736,2.217391253,44,17,0,6,23
SPCS1,4682,194,0,4565,4270,0,412,0,4682,0,0,563,0,0.9793357802,0.004262361676,0.9878304881,0.003273952752,39.76209641,1.539983034,379,3277,12.35356236,1.428745747,8.646437645,2323,51,0,314,362
SPCS2,12896,1049,0,12394,4749,0,7706,0,12455,441,0,1131,0,0.9820939493,0.004802455194,0.9837452127,0.003666387172,39.68281174,1.684935212,1028,8596,12.54474735,1.500232697,8.361867905,5892,149,0,748,850
SPCS3,9845,554,0,9374,6724,0,3078,0,9802,43,0,1971,0,0.9840443715,0.004080377053,0.9844828489,0.00400532037,39.69212341,1.924842477,632,6525,15.57753181,1.508812308,10.32436752,4405,74,0,515,572
SPDEF,141,14,0,133,80,0,60,0,140,1,0,0,0,0.9781324103,0.003833867842,0.9860520477,0.001637395471,39.74026871,0.5689155459,25,108,5.639999866,1.305555582,4.320000172,82,7,0,17,23
SPDL1,6151,1197,0,5409,4186,0,1955,0,6141,10,0,878,0,0.9814393565,0.00386276003,0.9862353309,0.003435715334,39.73607254,1.542602658,832,3985,7.393028736,1.543538213,4.789663315,2700,250,0,503,670
SPDYA,1584,473,0,1207,361,0,1026,0,1387,197,0,6,0,0.9792719074,0.005229157861,0.9583684292,0.009360215627,39.02784348,5.43983984,396,1109,4,1.428313851,2.800505161,829,250,0,135,355
SPDYC,60,7,0,56,45,0,15,0,60,0,0,1,0,0.9972222169,0.0004629647301,0.9924074481,0.001044111908,39.87851334,0.2672928274,11,44,5.454545498,1.363636374,4,31,2,0,9,11
SPDYE4,1,0,0,0,1,0,0,0,1,0,0,0,0,1,nan,1,nan,40,nan,1,1,1,1,1,1,1,0,0,1
SPECC1,95317,12532,0,84791,11706,0,82462,0,94168,1149,0,1980,0,0.9804057553,0.004536387976,0.9834195689,0.004011518788,39.6754303,1.856243253,9682,62305,9.844763756,1.529845119,6.435137272,42891,1785,0,3459,4037
SPECC1L,18732,2885,0,16484,4127,0,13973,0,18100,632,0,764,0,0.9791622414,0.004781417083,0.9838921263,0.004237048328,39.68429947,2.008309603,2235,12853,8.38120842,1.457402945,5.750782967,9043,502,0,1222,1490
SPEF1,10,0,0,10,8,0,0,0,8,2,0,8,0,0.975,0.003163586138,0.991111207,0.0001316843991,39.85776138,0.03372006863,1,8,10,1.25,8,6,0,0,1,1
SPEF2,6267,936,0,5669,966,0,5190,0,6156,111,0,319,0,0.9812111269,0.004440203775,0.9789621397,0.00636747852,39.57383728,2.946512938,771,4183,8.128404617,1.498206973,5.425421715,2951,237,0,402,576
SPEG,7856,1153,0,5860,3934,0,3901,0,7835,21,0,553,0,0.9791136523,0.004849613179,0.9812613554,0.004907259252,39.63285446,2.336749554,830,5212,9.465060234,1.50729084,6.279518127,3632,179,0,543,656
SPEGNB,9,0,0,8,9,0,0,0,9,0,0,7,0,0.9074074427,0.00771606341,0.9592593312,0.005030856468,39.21974564,1.845949769,2,9,4.5,1,4.5,9,1,0,1,2
SPEM1,3,0,0,3,3,0,0,0,3,0,0,0,0,1,0,0.9888889988,0.0001234541269,39.82220078,0.03161256388,1,2,3,1.5,2,1,0,0,1,1
