GeneID,n_reads,tso_reads,noise_reads,perfect_molecule_barcodes,reads_mapped_exonic,reads_mapped_exonic_as,reads_mapped_intronic,reads_mapped_intronic_as,reads_mapped_uniquely,reads_mapped_multiple,duplicate_reads,spliced_reads,antisense_reads,molecule_barcode_fraction_bases_above_30_mean,molecule_barcode_fraction_bases_above_30_variance,genomic_reads_fraction_bases_quality_above_30_mean,genomic_reads_fraction_bases_quality_above_30_variance,genomic_read_quality_mean,genomic_read_quality_variance,n_molecules,n_fragments,reads_per_molecule,reads_per_fragment,fragments_per_molecule,fragments_with_single_read_evidence,molecules_with_single_read_evidence,reads_mapped_mitochondrial,number_cells_detected_multiple,number_cells_expressing
SPEM2,14,0,0,14,14,0,0,0,14,0,0,0,0,0.8988095692,0.01942156069,0.9690477167,0.005245567299,39.38729858,1.674414635,3,11,4.666666508,1.272727251,3.666666746,8,0,0,3,3
SPEM3,2,0,0,0,2,0,0,0,2,0,0,0,0,1,0,1,0,40,0,1,1,2,2,1,0,0,0,1,1
SPEN,27526,4145,0,24358,11682,0,15711,0,27393,133,0,1041,0,0.9801188193,0.004372861236,0.9825099067,0.004168306477,39.65753174,1.942208052,3211,18980,8.572407722,1.450263381,5.91093111,13409,614,0,1842,2169
SPERT,135,134,0,104,0,0,1,0,1,134,0,0,0,0.977777806,0.002922883257,0.9916872784,0.001171400072,39.84921265,0.4355888963,41,41,3.292682886,3.292682886,1,14,14,0,27,40
SPESP1,2244,89,0,2209,28,0,2203,0,2231,13,0,8,0,0.9721479778,0.005347905681,0.9800258049,0.003293107264,39.62152863,1.465232015,135,1598,16.6222229,1.404255271,11.83703709,1158,19,0,105,120
SPG11,20521,3322,0,18358,6453,0,13688,0,20141,380,0,1740,0,0.9814377355,0.004173034336,0.9814569698,0.00415873155,39.62194824,2.023065805,2488,13940,8.247990608,1.472094655,5.602893829,9749,695,0,1294,1773
SPG21,2839,327,0,2688,1215,0,1580,0,2795,44,0,296,0,0.9807444143,0.004483838566,0.9826973808,0.004614292644,39.65624237,2.160603285,293,1954,9.689419746,1.452917099,6.668941975,1363,64,0,209,262
SPG7,10059,1680,0,8885,4882,0,4990,0,9872,187,0,838,0,0.9764804579,0.004700330086,0.9815268079,0.0038453124,39.64360428,1.71765697,1356,6736,7.418141365,1.493319511,4.967551708,4742,279,0,845,1007
SPHK1,361,43,0,326,327,0,34,0,361,0,0,4,0,0.9771468435,0.004240938462,0.9785780853,0.003681113245,39.59990311,1.695940375,54,265,6.685184956,1.362264156,4.907407284,203,10,0,44,52
SPHK2,1470,133,0,1344,465,0,977,0,1442,28,0,38,0,0.9797052364,0.004693353083,0.9839607318,0.00259324885,39.69475937,1.079054952,224,1107,6.5625,1.327913284,4.941964149,844,46,0,161,204
SPHKAP,9554,1579,0,8434,1665,0,7612,0,9277,277,0,436,0,0.9796246142,0.00455124164,0.9819784926,0.004446155857,39.62699509,2.222047329,1379,6637,6.928208828,1.439505816,4.812907696,4721,455,0,614,929
SPI1,3160,730,0,2225,114,0,3017,0,3131,29,0,46,0,0.9734704785,0.01311890036,0.9784810517,0.005864777602,39.57060623,2.814672232,300,1887,10.53333378,1.674615741,6.289999962,1270,59,0,204,255
SPIC,41,33,0,33,0,0,35,0,35,6,0,0,0,0.9735772435,0.005013550632,0.9747967771,0.01090140175,39.47885513,4.90334034,11,13,3.727272749,3.153846264,1.181818128,6,4,0,7,11
SPICE1,6300,1067,0,5798,849,0,5350,0,6199,101,0,191,0,0.9820238298,0.004112030379,0.9804268388,0.005126934499,39.59373856,2.593679905,742,4149,8.490566254,1.51843822,5.591644287,2912,210,0,433,604
SPIDR,43405,6913,0,39711,1996,0,39803,0,41799,1606,0,862,0,0.9806685316,0.004400068428,0.9850934028,0.003801624291,39.70793533,1.789936662,5104,28364,8.504114151,1.530284882,5.557209969,19737,1071,0,1998,2398
SPIN1,36557,5231,0,32809,7650,0,28755,0,36405,152,0,646,0,0.9817864561,0.004110829905,0.9852714326,0.003759336425,39.71006393,1.765784144,3417,23375,10.69856644,1.563935876,6.840795994,15933,571,0,1893,2175
SPIN3,9632,1100,0,8708,5511,0,4092,0,9603,29,0,217,0,0.9809143342,0.004459529649,0.983111885,0.00410444336,39.66913605,1.930459976,850,6545,11.33176517,1.471657753,7.699999809,4532,121,0,589,675
SPIN4,606,48,0,590,606,0,0,0,606,0,0,0,0,0.982948311,0.004139428958,0.9794463065,0.005834371317,39.58481598,2.998996019,39,388,15.53846169,1.561855674,9.948718071,249,8,0,31,39
SPINDOC,1302,154,0,1140,647,0,639,0,1286,16,0,86,0,0.9795187082,0.005825388245,0.9835125824,0.003559955861,39.68686295,1.574855685,155,899,8.399999619,1.448275805,5.800000191,647,33,0,113,141
SPINK1,14,0,0,2,9,0,4,0,13,1,0,0,0,1,0,0.9888889236,0.001044630655,39.76904297,0.4249750972,4,11,3.5,1.272727251,2.75,8,3,0,1,4
SPINK13,637,145,0,441,30,0,590,0,620,17,0,7,0,0.9831240322,0.004158760887,0.9840223647,0.00486349687,39.68946075,2.336342335,62,371,10.27419376,1.716981173,5.983870983,236,12,0,46,58
SPINK14,3,0,0,3,0,0,0,0,0,3,0,0,0,0.8888889949,0.03703696653,0.9444443385,0.009259294719,38.94443512,3.342659712,2,2,1.5,1.5,1,1,1,0,1,2
SPINK2,36,12,0,14,9,0,7,0,16,20,0,4,0,0.9768519137,0.003813920775,0.958641938,0.003334128531,39.09753036,1.680051923,21,24,1.714285731,1.5,1.142857194,18,15,0,6,21
SPINK4,52,5,0,50,0,0,52,0,52,0,0,0,0,0.9823718071,0.00472128205,0.9762820762,0.01113061514,39.51965714,5.114127159,5,37,10.39999962,1.405405402,7.400000095,25,3,0,2,5
SPINK5,362,188,0,334,23,0,189,0,212,150,0,15,0,0.9804327974,0.005444780458,0.9611418461,0.009854135104,39.11608124,5.530359268,133,235,2.721804619,1.540425539,1.766917348,154,70,0,54,116
SPINK6,1,0,0,1,0,0,1,0,1,0,0,0,0,0.8333330154,nan,0.8999999762,nan,38.40000153,nan,1,1,1,1,1,1,1,0,0,1
SPINK7,76,0,0,76,2,0,74,0,76,0,0,0,0,0.9956140518,0.0003508745285,0.9941520487,0.0002023844427,39.90203857,0.05960587412,6,52,12.66666698,1.461538434,8.666666985,34,0,0,5,5
SPINK8,381,56,0,314,0,0,199,0,199,182,0,1,0,0.9798775422,0.004820622504,0.9770195889,0.005959781818,39.54729843,2.821414232,152,298,2.506578922,1.278523445,1.960526347,229,65,0,80,136
SPINK9,645,199,0,541,4,0,641,0,645,0,0,1,0,0.9790697881,0.00506072538,0.9862360337,0.003371142782,39.73269272,1.45651567,73,359,8.835616112,1.796657324,4.917808056,216,9,0,60,68
SPINT1,79,5,0,78,69,0,8,0,77,2,0,0,0,0.9862869359,0.00310369581,0.9883263617,0.0004238632391,39.79028702,0.1467567086,13,55,6.076922894,1.436363578,4.230769157,36,5,0,8,13
SPINT2,6164,336,0,5542,4728,0,1361,0,6089,75,0,177,0,0.9826006024,0.004300171509,0.9831531151,0.004413982388,39.67227936,1.994393468,507,4202,12.15779114,1.466920495,8.287968636,2916,110,0,376,467
SPINT3,99,15,0,85,0,0,58,0,58,41,0,0,0,0.9831649896,0.002831604797,0.9877666133,0.001543192426,39.7656517,0.6658596992,27,66,3.666666746,1.5,2.444444418,43,12,0,14,25
SPINT4,167,163,0,156,0,0,52,0,52,115,0,0,0,0.9650698794,0.01257775258,0.7596141141,0.01013292186,34.08050537,6.223675728,153,157,1.091503263,1.063694239,1.026143789,155,150,0,2,152
SPIRE1,54416,8291,0,50193,8663,0,44845,0,53508,908,0,1706,0,0.9799032981,0.004670157563,0.9838234178,0.003803722095,39.68548965,1.742756963,5986,37216,9.090544701,1.462166786,6.217173576,26079,1157,0,2648,3112
SPIRE2,4886,625,0,4370,1105,0,3633,0,4738,148,0,72,0,0.9790217162,0.005030078348,0.9780165993,0.005308635067,39.57007599,2.44609189,677,3331,7.217134476,1.466826797,4.920236111,2368,193,0,401,527
SPNS1,2069,201,0,1959,832,0,1230,0,2062,7,0,117,0,0.9769212507,0.00395682035,0.9836529007,0.003827729728,39.68260193,1.78834033,213,1466,9.713615417,1.411323309,6.882628918,1056,42,0,163,202
SPNS2,6887,895,0,6120,2974,0,3795,0,6769,118,0,140,0,0.9799743691,0.004702868406,0.9836697545,0.003605337581,39.68458557,1.642221451,946,4746,7.280127048,1.451116681,5.016913414,3393,220,0,573,709
SPNS3,161,57,0,106,1,0,99,0,100,61,0,2,0,0.9751552915,0.007712216582,0.9621118477,0.009009982459,39.2049675,4.687630653,80,112,2.012500048,1.4375,1.399999976,83,45,0,35,78
SPO11,455,440,0,427,0,0,315,0,315,140,0,0,0,0.963919449,0.008194220252,0.7491330848,0.006218791939,33.70574188,3.861130476,441,449,1.03174603,1.013363004,1.018140554,444,436,0,7,439
SPOCD1,527,50,0,471,322,0,193,0,515,12,0,37,0,0.984187239,0.004739972763,0.9848619413,0.002228741534,39.72006607,0.8809694648,45,358,11.71111107,1.472066998,7.955555439,239,11,0,33,44
SPOCK1,122317,15149,0,108897,6732,0,114726,0,121458,859,0,2222,0,0.9814130703,0.0043619317,0.9842571526,0.003711965866,39.69399643,1.692456484,11374,83531,10.7540884,1.464330554,7.34403038,58231,1893,0,3678,4269
SPOCK2,10390,1293,0,8931,6484,0,3856,0,10340,50,0,744,0,0.9788819624,0.004605398979,0.9844786987,0.003886650084,39.69990158,1.78858614,1329,7191,7.817908287,1.44486165,5.410835266,5168,310,0,876,1103
SPOCK3,91176,13489,0,84243,3624,0,86213,0,89837,1339,0,1201,0,0.9812715908,0.004421884194,0.9839490219,0.004030247219,39.67446899,1.95919776,9908,62121,9.202260971,1.467716217,6.269782066,43376,2341,0,3101,4343
SPON1,12078,1535,0,10793,2284,0,9621,0,11905,173,0,671,0,0.9804741605,0.004823734518,0.9840877226,0.004229770973,39.68683243,1.972168446,1260,8360,9.58571434,1.444736838,6.634920597,5911,261,0,685,831
SPON2,3508,807,0,3090,3153,0,351,0,3504,4,0,95,0,0.9799031021,0.004063253291,0.9872957386,0.002940533683,39.75605011,1.360880733,592,2475,5.925675869,1.417373776,4.180743217,1779,166,0,298,383
SPOP,18464,2473,0,16844,4793,0,13476,0,18269,195,0,756,0,0.9811660735,0.00464286888,0.9839947131,0.003971911967,39.68687057,1.839723587,1872,12179,9.863247871,1.516052246,6.505876064,8418,387,0,1116,1313
SPOPL,17747,2553,0,16523,4919,0,12747,0,17666,81,0,338,0,0.980771418,0.004850897938,0.985780415,0.003076665802,39.72293854,1.413819194,1571,11207,11.29662609,1.583563805,7.133672714,7582,238,0,930,1069
SPOUT1,155,7,0,149,132,0,23,0,155,0,0,1,0,0.9822580891,0.001982962014,0.987168482,0.001456055907,39.75505066,0.5869382024,33,119,4.696969509,1.30252099,3.606060505,89,2,0,30,32
SPP1,5315,494,0,4668,3029,0,2264,0,5293,22,0,109,0,0.9813107768,0.004195765592,0.9862214148,0.003276871284,39.73340607,1.477329969,443,3480,11.99774265,1.527298808,7.855530262,2366,69,0,328,385
SPP2,10,3,0,2,0,0,7,0,7,3,0,0,0,1,0,0.8800000012,0.0638628453,37.3966713,29.98424721,6,8,1.666666627,1.25,1.333333373,7,5,0,1,6
SPPL2A,9732,1547,0,8951,2426,0,7055,0,9481,251,0,1356,0,0.9804596762,0.003850026755,0.9814449823,0.004600492772,39.61729431,2.35567522,1165,6710,8.353648186,1.450372577,5.759656429,4799,322,0,696,946
SPPL2B,570,96,0,369,156,0,394,0,550,20,0,52,0,0.9779240056,0.005138131324,0.981676462,0.003415527754,39.65707016,1.464593887,83,370,6.867469788,1.540540576,4.457831383,256,18,0,63,80
SPPL3,27689,3921,0,25438,5010,0,22343,0,27353,336,0,772,0,0.9808588454,0.00430971384,0.9838199216,0.004085752647,39.68183517,1.913114548,2718,18562,10.18727016,1.49170351,6.829286098,12813,505,0,1510,1776
SPR,111,15,0,56,53,0,56,0,109,2,0,7,0,0.9767267556,0.006839788053,0.9769770146,0.007889361121,39.53133011,3.598344803,12,70,9.25,1.58571434,5.833333492,44,4,0,8,12
SPRED1,56681,6947,0,51596,1992,0,54467,0,56459,222,0,651,0,0.9822765618,0.004045262467,0.9847721171,0.003694215557,39.70199203,1.709765315,4811,36725,11.78154182,1.543390036,7.63354826,25047,697,0,2078,2361
SPRED2,42562,6069,0,38492,3234,0,39093,0,42327,235,0,338,0,0.9805656271,0.004429120105,0.9846553589,0.003730801865,39.70156097,1.726831794,4321,27859,9.850034714,1.527764797,6.447350025,19226,758,0,1995,2276
SPRED3,881,104,0,782,289,0,590,0,879,2,0,7,0,0.9780552676,0.004063332919,0.9823937834,0.004248588812,39.66555023,1.900269508,113,637,7.796460152,1.383045554,5.637167931,465,22,0,88,105
SPRN,1046,42,0,760,895,0,151,0,1046,0,0,22,0,0.9827119433,0.003455486149,0.981920587,0.004368905444,39.64860153,2.202097178,116,787,9.017241478,1.329097867,6.784482956,592,24,0,90,114
SPRTN,4089,534,0,3744,1569,0,2501,0,4070,19,0,176,0,0.9801703991,0.00483030919,0.9863074681,0.003453264944,39.73212433,1.633411169,394,2807,10.37817287,1.456715345,7.12436533,1957,63,0,289,331
SPRY1,2419,333,0,2353,1465,0,953,0,2418,1,0,247,0,0.9785724394,0.004664276727,0.9845299115,0.004174285103,39.69950104,2.025608778,362,1701,6.682320595,1.422104597,4.698894978,1247,59,0,222,262
SPRY2,6392,520,0,5796,5239,0,1138,0,6377,15,0,65,0,0.9816567795,0.003995735198,0.9847639761,0.00335479551,39.71031952,1.465844154,531,4423,12.03766441,1.445172906,8.329566956,3087,53,0,441,481
SPRY3,6350,1070,0,5673,380,0,5295,0,5675,675,0,50,0,0.9785170833,0.005454694387,0.9831811368,0.004511496052,39.66141891,2.188555241,968,4150,6.55991745,1.530120492,4.28718996,2856,316,0,482,694
SPRY4,1954,229,0,1759,1328,0,622,0,1950,4,0,23,0,0.9821733409,0.003678744193,0.9832196514,0.00325249997,39.67765808,1.442891121,154,1336,12.68831158,1.46257484,8.67532444,954,18,0,122,134
SPRYD3,2506,310,0,1704,2243,0,245,0,2488,18,0,973,0,0.9840050741,0.003367366968,0.9844551265,0.004347795621,39.70215225,2.02704978,257,1609,9.750972748,1.557489157,6.260700226,1074,49,0,202,249
SPRYD4,334,71,0,264,286,0,48,0,334,0,0,12,0,0.9777944246,0.005490582436,0.9853626703,0.00298607978,39.71203995,1.394859314,34,213,9.823529243,1.568075061,6.264705658,161,6,0,27,31
SPRYD7,3938,738,0,3617,2194,0,1732,0,3926,12,0,601,0,0.9804892741,0.004445240833,0.9861407679,0.003688686062,39.72912598,1.731578469,519,2731,7.587668419,1.4419626,5.262042522,1948,129,0,337,439
SPSB1,1513,324,0,1187,87,0,1357,0,1444,69,0,31,0,0.9801167856,0.003898743074,0.978747186,0.005626142491,39.5722084,2.79134798,226,1059,6.694690228,1.428706288,4.685840607,779,66,0,125,174
SPSB2,154,11,0,144,134,0,20,0,154,0,0,0,0,0.9767316286,0.005673267413,0.9714286072,0.009755271487,39.44169617,4.497741222,14,110,11,1.399999976,7.857142925,78,0,0,14,14
SPSB3,5085,534,0,3936,3504,0,1579,0,5083,2,0,655,0,0.9756473518,0.005900512449,0.9779635471,0.00576889934,39.57611465,2.626385689,472,3436,10.77330494,1.47991848,7.279661179,2521,58,0,375,416
SPSB4,444,65,0,323,2,0,427,0,429,15,0,0,0,0.9786036251,0.006532629021,0.9791792169,0.005453538615,39.58943558,2.376391649,63,311,7.047618866,1.427652717,4.936507702,223,29,0,29,56
SPTA1,36,7,0,22,0,0,24,0,24,12,0,0,0,0.9305555539,0.0307539925,0.6206790875,0.1135672107,31.39876175,62.46605301,27,28,1.333333373,1.285714269,1.037037015,22,22,0,5,27
SPTAN1,40116,4336,0,34172,15563,0,23528,0,39091,1025,0,6636,0,0.9795863049,0.004791385029,0.9829810559,0.004473449662,39.66739273,2.104218721,4334,27285,9.256114006,1.470258355,6.295569897,19189,834,0,2247,2681
SPTB,7022,978,0,6078,2053,0,4871,0,6924,98,0,277,0,0.9764668419,0.005977110937,0.9831688071,0.004208150785,39.67391968,1.95070982,850,4907,8.261176109,1.431016922,5.772941113,3498,196,0,543,672
SPTBN1,78355,10645,0,68506,17369,0,60563,0,77932,423,0,5331,0,0.980849999,0.004491030704,0.9841628529,0.004050118383,39.6906662,1.868492365,7797,53204,10.0493784,1.472727656,6.82365036,36916,1396,0,3470,4048
SPTBN2,13497,2058,0,10826,7854,0,5465,0,13319,178,0,717,0,0.9774579774,0.005314015318,0.971955127,0.006876665168,39.42739105,3.436888456,1896,8974,7.11867094,1.504011631,4.733122349,6335,463,0,974,1207
SPTBN4,31446,4940,0,27907,7454,0,22975,0,30429,1017,0,1359,0,0.9777952923,0.004934177268,0.981082599,0.004287710879,39.63231277,1.994265795,5160,21910,6.094185829,1.435235023,4.246124268,15874,1417,0,2138,2706
SPTBN5,424,49,0,293,195,0,188,0,383,41,0,4,0,0.9766116666,0.0061006248,0.9832547592,0.004156664014,39.67735291,1.965372086,87,302,4.87356329,1.40397346,3.471264362,218,43,0,44,80
SPTLC1,8140,1119,0,7420,2509,0,5535,0,8044,96,0,434,0,0.9829340893,0.004088349175,0.9864687738,0.003001655219,39.73952484,1.315420032,757,5384,10.7529726,1.511887074,7.112285137,3645,138,0,535,635
SPTLC2,7539,1179,0,6814,1699,0,5605,0,7304,235,0,309,0,0.9815957209,0.004524557851,0.9853620747,0.003564907704,39.71450424,1.662613988,946,5095,7.969344616,1.479686022,5.385835171,3553,242,0,559,714
SPTLC3,4273,856,0,3360,466,0,3573,0,4039,234,0,2,0,0.9800491706,0.004171350971,0.9784460842,0.004654123448,39.53784943,2.447267056,677,2896,6.31166935,1.475483418,4.277695656,2039,324,0,246,488
SPTSSA,4239,606,0,3762,2095,0,2056,0,4151,88,0,58,0,0.9798694872,0.004536722321,0.9826584125,0.004346859176,39.6498909,2.05436945,460,2858,9.21521759,1.48320508,6.21304369,1966,127,0,291,394
SPTSSB,2258,246,0,2115,652,0,1569,0,2221,37,0,28,0,0.9798863532,0.004835130181,0.9871420434,0.003529386595,39.75051498,1.643053174,229,1542,9.860261917,1.464331985,6.733624458,1069,35,0,158,185
SPTY2D1,3246,452,0,2823,1881,0,1309,0,3190,56,0,180,0,0.9803091213,0.00375313242,0.9859108979,0.003170188051,39.73129272,1.442200541,359,2152,9.041782379,1.50836432,5.994429111,1489,73,0,261,324
SPTY2D1OS,12,2,0,10,0,0,7,0,7,5,0,0,0,1,0,0.9629629999,0.01239806321,39.25462341,5.330594063,6,11,2,1.090909123,1.833333373,10,5,0,1,6
SPX,112,3,0,88,65,0,47,0,112,0,0,22,0,0.9895833475,0.002017639577,0.9906746399,0.001549445791,39.81457901,0.7411599755,10,85,11.19999981,1.317647099,8.5,62,0,0,10,10
SQLE,11360,858,0,10213,7614,0,3701,0,11315,45,0,496,0,0.9803624055,0.004431237467,0.9849775421,0.003826728789,39.71043396,1.782742858,1013,7805,11.21421528,1.455477238,7.704837322,5573,124,0,722,804
SQOR,603,135,0,542,83,0,459,0,542,61,0,5,0,0.9770591746,0.00526372157,0.97823846,0.004077348858,39.5483284,2.077852011,121,395,4.983470917,1.526582241,3.264462709,273,53,0,64,116
SQSTM1,13859,1593,0,12680,3323,0,10391,0,13714,145,0,425,0,0.9779325375,0.004688498564,0.9840344763,0.004378213547,39.68852234,2.057475805,1888,9873,7.34057188,1.403727293,5.229343414,7228,388,0,1129,1379
SRA1,2151,247,0,2003,930,0,1216,0,2146,5,0,142,0,0.9791182608,0.00505147269,0.9861511844,0.002486328362,39.73783112,1.096820235,294,1581,7.316326618,1.36053133,5.377551079,1180,51,0,233,272
SRARP,210,20,0,197,183,0,18,0,201,9,0,0,0,0.9742063659,0.004747507628,0.9782011702,0.003364462638,39.53956985,1.555715799,32,152,6.5625,1.381578922,4.75,111,12,0,17,29
SRBD1,12278,1818,0,11032,1035,0,10952,0,11987,291,0,475,0,0.9810840759,0.004381709266,0.9848111647,0.00370939821,39.70264053,1.705777526,1287,7917,9.540015221,1.55084002,6.151515007,5447,273,0,728,888
SRC,2097,424,0,1616,706,0,1333,0,2039,58,0,42,0,0.9798124516,0.005158422515,0.9611402884,0.01052294113,39.15766525,5.551010132,303,1346,6.920792103,1.557949424,4.442244053,928,124,0,173,287
SRCAP,5019,780,0,3863,1844,0,3091,0,4935,84,0,530,0,0.9806734602,0.004024463706,0.980967915,0.005297306925,39.62341309,2.515563726,556,3240,9.026978493,1.549074054,5.827338219,2212,127,0,381,472
SRCIN1,20200,3982,0,18211,13042,0,6974,0,20016,184,0,604,0,0.9806642126,0.00431727618,0.9789026836,0.004758028314,39.59019852,2.234078169,2403,13675,8.406159401,1.477148056,5.690803051,9631,528,0,1329,1630
SRD5A1,5670,502,0,5254,1050,0,4594,0,5644,26,0,216,0,0.9795855609,0.004415743053,0.9810935143,0.004892780446,39.62990189,2.286482096,571,3955,9.929947853,1.433628321,6.926445007,2848,102,0,373,432
SRD5A2,525,59,0,449,64,0,377,0,441,84,0,3,0,0.9785714504,0.004536227323,0.9793651226,0.006186101586,39.58979416,3.059431553,95,358,5.526315689,1.466480494,3.768420935,246,35,0,56,83
SRD5A3,6730,897,0,6240,1353,0,5313,0,6666,64,0,319,0,0.9795691136,0.005273057614,0.9809394429,0.00463745743,39.61970139,2.218682766,809,4686,8.318912506,1.43619287,5.792335987,3328,161,0,530,642
SREBF1,2750,363,0,2438,1793,0,885,0,2678,72,0,103,0,0.9765454816,0.004992101341,0.9814707461,0.005059178919,39.63380432,2.44039607,307,1910,8.957654953,1.439790606,6.221498489,1347,81,0,217,285
SREBF2,16418,2263,0,14306,3658,0,12534,0,16192,226,0,490,0,0.9793621057,0.004540106747,0.9827506759,0.00391370384,39.6630249,1.785975814,2063,11548,7.958312988,1.421718001,5.597673416,8290,445,0,1180,1450
SREK1,80157,5498,0,74941,53068,0,26513,0,79581,576,0,1972,0,0.9813283296,0.004457267933,0.9856796602,0.003849384142,39.72028732,1.78326118,5328,52897,15.04448223,1.515341163,9.928115845,35943,637,0,2703,2999
SREK1IP1,5408,777,0,4939,2282,0,3087,0,5369,39,0,424,0,0.9803377906,0.00484060077,0.9851865884,0.003475136356,39.71186447,1.609848738,622,3679,8.694533348,1.469964623,5.914791107,2591,143,0,381,482
SRF,3190,333,0,1993,2586,0,596,0,3182,8,0,99,0,0.9790491354,0.004634785,0.9742320269,0.007075756323,39.50222778,3.301959515,241,1928,13.23651409,1.654564261,8,1249,58,0,175,225
SRFBP1,2675,308,0,2506,627,0,2042,0,2669,6,0,188,0,0.9830218275,0.003240987193,0.9849263026,0.003746999428,39.70700455,1.716623306,271,1790,9.870848656,1.494413376,6.605165958,1253,48,0,183,223
SRGAP1,5764,1064,0,5095,609,0,4956,0,5565,199,0,135,0,0.9810750826,0.004544949159,0.9835511919,0.004688590299,39.67301559,2.259550095,814,3753,7.081080914,1.535838008,4.610565186,2620,246,0,414,577
SRGAP2,38315,5227,0,34867,9085,0,29010,0,38095,220,0,665,0,0.9802753709,0.004677430261,0.9832676839,0.004214162007,39.67228317,1.987521052,3848,25143,9.957120895,1.523883343,6.534043789,17377,726,0,1916,2300
SRGAP3,118116,10995,0,107147,58353,0,59245,0,117598,518,0,1291,0,0.9810673617,0.004321957473,0.9837549921,0.003988835961,39.68461609,1.850636959,9739,81027,12.12814426,1.457736254,8.319848061,57216,1420,0,3781,4256
SRGN,869,69,0,835,494,0,369,0,863,6,0,11,0,0.9799578319,0.003814114723,0.9835699023,0.00639370596,39.6556282,3.360886097,83,597,10.46987915,1.455611348,7.192770958,404,22,0,53,71
SRI,9577,1107,0,9068,4892,0,4675,0,9567,10,0,1008,0,0.9798127678,0.004639770836,0.9838827104,0.003949416801,39.67955399,1.883651137,826,6348,11.59443092,1.508664131,7.685230255,4389,99,0,605,674
SRL,1154,176,0,965,182,0,900,0,1082,72,0,7,0,0.9745089767,0.007860048674,0.9813402963,0.004918075167,39.63718033,2.309050083,174,793,6.632184029,1.455233335,4.557471275,544,51,0,112,155
SRM,1407,93,0,1312,577,0,821,0,1398,9,0,192,0,0.9812248518,0.004028265364,0.9848140737,0.002651841147,39.71570206,1.187380195,236,1075,5.961864471,1.308837175,4.555084705,815,50,0,175,218
SRMS,54,0,0,49,53,0,1,0,54,0,0,0,0,0.9691358142,0.005056681111,0.9837448464,0.0008978068945,39.71398544,0.2574962974,6,42,9,1.285714269,7,31,1,0,5,6
SRP14,7826,483,0,7116,6062,0,1710,0,7772,54,0,645,0,0.9826007535,0.003989024553,0.9874748281,0.003072696971,39.75974274,1.373184323,721,5304,10.85436916,1.475490212,7.356449604,3626,139,0,534,645
SRP19,18876,2450,0,17083,7298,0,11432,0,18730,146,0,496,0,0.9816433762,0.004304662347,0.9850268786,0.003283384489,39.71036911,1.472172976,1862,12320,10.13748646,1.532142878,6.616541386,8433,341,0,1099,1241
SRP54,8536,1431,0,7864,3230,0,5163,0,8393,143,0,974,0,0.9797329158,0.004951103125,0.9854134445,0.003544633044,39.7167778,1.637077689,867,5401,9.845443726,1.580448031,6.229526997,3718,142,0,592,679
SRP68,3304,596,0,2916,1676,0,1515,0,3191,113,0,366,0,0.9793432446,0.004680055659,0.9817292522,0.004088881426,39.62867737,2.003339767,474,2288,6.97046423,1.444055915,4.827004433,1621,172,0,286,438
SRP72,6412,839,0,6080,1908,0,4420,0,6328,84,0,604,0,0.9820778961,0.004211969674,0.9848374902,0.003511392744,39.7029686,1.577402592,679,4294,9.443299294,1.493246436,6.324006081,2916,142,0,484,584
